sample_index,text,gold_label,model_label,judge_prompt,judge_label
8928,"this film had my heart pounding . the acting was great , the erotic music and the beautiful women add up to make this one a winner . the lead actress decides to join an escort service when she realizes that her husband has no time for her . she step 's into a whole new world her first client being another woman . this is a film you definitely do n't want to pass up .",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
this film had my heart pounding . the acting was great , the erotic music and the beautiful women add up to make this one a winner . the lead actress decides to join an escort service when she realizes that her husband has no time for her . she step 's into a whole new world her first client being another woman . this is a film you definitely do n't want to pass up .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
6873,"to this day when you speak of the japanese cinema , most folks wo n't talk about rashomon , or the seven ronin , or ran . to the masses the japanese cinema means all those monsters we 've grown to love destroying those japanese cities over and over again , lots of times in battles with each other . the first and greatest of these is godzilla who 's come back a dozen times or more and in a few films faced the three headed hydra like monster from outer space , ghidrah . oddly enough in keeping with the times , the special effects got slightly better . but part of the charm of those old films was seeing those paper mache city sets destroyed , they looked so phony , maybe three steps above ed wood . some visitors from the future have time traveled to japan to urge that godzilla be destroyed from when he was first discovered . and in fact he was first discovered as a surviving dinosaur during world war ii when he protected the japanese garrison on a pacific island from those american troops . but later on with atomic testing on bikini , godzilla the friendly dinosaur just like barney became the mean machine we 've grown to know in the cinema . of course you eliminate godzilla than you give ghidrah a clear field to wreck japan so it does not become the economic colossus it was by 1991 when the film came out . more i wo n't say , but we all know japan is doing reasonably well as 2010. like all the other japanese monster films , just sit back and enjoy the mayhem .",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
to this day when you speak of the japanese cinema , most folks wo n't talk about rashomon , or the seven ronin , or ran . to the masses the japanese cinema means all those monsters we 've grown to love destroying those japanese cities over and over again , lots of times in battles with each other . the first and greatest of these is godzilla who 's come back a dozen times or more and in a few films faced the three headed hydra like monster from outer space , ghidrah . oddly enough in keeping with the times , the special effects got slightly better . but part of the charm of those old films was seeing those paper mache city sets destroyed , they looked so phony , maybe three steps above ed wood . some visitors from the future have time traveled to japan to urge that godzilla be destroyed from when he was first discovered . and in fact he was first discovered as a surviving dinosaur during world war ii when he protected the japanese garrison on a pacific island from those american troops . but later on with atomic testing on bikini , godzilla the friendly dinosaur just like barney became the mean machine we 've grown to know in the cinema . of course you eliminate godzilla than you give ghidrah a clear field to wreck japan so it does not become the economic colossus it was by 1991 when the film came out . more i wo n't say , but we all know japan is doing reasonably well as 2010. like all the other japanese monster films , just sit back and enjoy the mayhem .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
3611,"well , i did n't know what to expect from 555. matter of fact , i had never even heard of it until a few months ago . but , being a collector of just about all types of horror i figured i would go ahead and grab this obscure 80 's slasher . basically the storyline has to do with a killer that kills every 5 years for 5 nights in a row . what the third 5 in the title means ... nobody knows . anyway , the killings start as the killer searches for young teenagers fooling around in obscure places . he decapitates the men and brutally knifes the woman to death . after this , he proceeds to rape the dead corpse . the police think they have a lead on the killings but really have no idea what is going on . how will they find the killer ? does anybody care ? this movie is filled with some of the worst actors i have ever seen . no wonder none of these actors went on to do anything else , literally . the three lead actors consist of two detectives and a `` sexy '' female reporter . i am being sarcastic when i say sexy , she is about as un-sexy as it gets . the two detectives are like watching tweedle dee and tweedle dum . one of them underacts his part and the other one may have gone to the shatner school of acting . the acting is so bad that it almost forces you to lose your interest in the movie , thus almost putting you to sleep . the only thing holding this terrible movie together is a few decent gore scenes . for a movie on this budget the makers must have put all of there money into the special effects , which still are n't that great . unless you are like me and have to own every single horror movie out there , i would suggest steering clear of this movie . 4/10",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
well , i did n't know what to expect from 555. matter of fact , i had never even heard of it until a few months ago . but , being a collector of just about all types of horror i figured i would go ahead and grab this obscure 80 's slasher . basically the storyline has to do with a killer that kills every 5 years for 5 nights in a row . what the third 5 in the title means ... nobody knows . anyway , the killings start as the killer searches for young teenagers fooling around in obscure places . he decapitates the men and brutally knifes the woman to death . after this , he proceeds to rape the dead corpse . the police think they have a lead on the killings but really have no idea what is going on . how will they find the killer ? does anybody care ? this movie is filled with some of the worst actors i have ever seen . no wonder none of these actors went on to do anything else , literally . the three lead actors consist of two detectives and a `` sexy '' female reporter . i am being sarcastic when i say sexy , she is about as un-sexy as it gets . the two detectives are like watching tweedle dee and tweedle dum . one of them underacts his part and the other one may have gone to the shatner school of acting . the acting is so bad that it almost forces you to lose your interest in the movie , thus almost putting you to sleep . the only thing holding this terrible movie together is a few decent gore scenes . for a movie on this budget the makers must have put all of there money into the special effects , which still are n't that great . unless you are like me and have to own every single horror movie out there , i would suggest steering clear of this movie . 4/10

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
7359,"the only reason i remember this movie is because it was ( and still is ) the biggest waste of time and money ever spent . i was 17 and my friend was 18. we were the age when action movies were our thing to enjoy most ( ok 2nd most ) . we walked out feeling so insulted , we wanted our money back , but the time could never be regained . the editing is what killed this movie . as the truck gets attacked by more and more vehicles with rocket launchers attached the movie completely insults the intelligence of the audience by having these rogue bad guys in 4x4 vw bugs shooting rockets at the truck . please , rockets at a truck known to be carrying plutonium ? what 's worse is the these vw 's manage to get 15-18 shots off of a 4 rocket launcher . you would see on vw with 4 rockets fire 2 of them , cut around the truck with the last one attached , come back a second later with two rockets attached , fire another , then go in front of the truck and now it 's back to a full set of 4 rockets . we toughed it out hoping for a big finish that never happened . it looks like they just ran out of money and stopped . just ridiculous .",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
the only reason i remember this movie is because it was ( and still is ) the biggest waste of time and money ever spent . i was 17 and my friend was 18. we were the age when action movies were our thing to enjoy most ( ok 2nd most ) . we walked out feeling so insulted , we wanted our money back , but the time could never be regained . the editing is what killed this movie . as the truck gets attacked by more and more vehicles with rocket launchers attached the movie completely insults the intelligence of the audience by having these rogue bad guys in 4x4 vw bugs shooting rockets at the truck . please , rockets at a truck known to be carrying plutonium ? what 's worse is the these vw 's manage to get 15-18 shots off of a 4 rocket launcher . you would see on vw with 4 rockets fire 2 of them , cut around the truck with the last one attached , come back a second later with two rockets attached , fire another , then go in front of the truck and now it 's back to a full set of 4 rockets . we toughed it out hoping for a big finish that never happened . it looks like they just ran out of money and stopped . just ridiculous .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
9654,"this film is one of michael keaton 's best . throughout the film he is 'on ' . with co-stars like ms. henner , joe piscopo and danny devito , you ca n't go wrong . great laughs , great fun for everyone .",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
this film is one of michael keaton 's best . throughout the film he is 'on ' . with co-stars like ms. henner , joe piscopo and danny devito , you ca n't go wrong . great laughs , great fun for everyone .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
4557,"without actually giving away my age , i saw this for the first time over 20 years ago when it first came out on video ( maybe it was a beta tape ? ? ) and i was old enough to drink ( barely ) and perhaps i had had a few because i remember thinking how great this movie was ! i have since seen it sober and have to admit it is a pretty bad film . as mentioned in other posts the plot is absolutely ridiculous and the poor acting just makes it worse . it 's a poor attempt to fantasize that teenagers too , can be `` mavericks '' ( although i am surprised to find out it actually was to be released the same time ( aprox ) as `` top gun '' , and not actually meant to be a poor imitation . ) but for all it 's worth - i do find myself watching it if it 's on and i have the time . it 's one of those movies you watch because it 's just so ridiculous and tries so desperately to take itself seriously . like that other `` great ' film - `` moment by moment '' with john travolta and lily tomlin .... do n't get me started on that one !",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
without actually giving away my age , i saw this for the first time over 20 years ago when it first came out on video ( maybe it was a beta tape ? ? ) and i was old enough to drink ( barely ) and perhaps i had had a few because i remember thinking how great this movie was ! i have since seen it sober and have to admit it is a pretty bad film . as mentioned in other posts the plot is absolutely ridiculous and the poor acting just makes it worse . it 's a poor attempt to fantasize that teenagers too , can be `` mavericks '' ( although i am surprised to find out it actually was to be released the same time ( aprox ) as `` top gun '' , and not actually meant to be a poor imitation . ) but for all it 's worth - i do find myself watching it if it 's on and i have the time . it 's one of those movies you watch because it 's just so ridiculous and tries so desperately to take itself seriously . like that other `` great ' film - `` moment by moment '' with john travolta and lily tomlin .... do n't get me started on that one !

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
106,"i went to see `` quitting '' with high hopes , because the director 's `` shower '' had impressed me so . despite a few lapses into mawkishness , `` shower '' ranks high on my list of all-time favorite movies for its penetrating insight into family relationships and its generally superb acting and direction . and i 've seen it at least three times now . but `` quitting '' fell flat , in my estimation . it seemed a pointless exercise and i was quickly so tired of the main character 's insufferable personality that i was longing for the movie to end . i admit to falling asleep six or seven times , but it was only for a few seconds at a time , so i think it 's still ok to write this comment . i did admire the parents and sister . the device of using all real characters in the film is a nice one i 've never seen used before . disappointment aside , i will still make an effort to see any film bearing yang zhang 's name , simply on the basis of the beautiful `` shower . ''",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
i went to see `` quitting '' with high hopes , because the director 's `` shower '' had impressed me so . despite a few lapses into mawkishness , `` shower '' ranks high on my list of all-time favorite movies for its penetrating insight into family relationships and its generally superb acting and direction . and i 've seen it at least three times now . but `` quitting '' fell flat , in my estimation . it seemed a pointless exercise and i was quickly so tired of the main character 's insufferable personality that i was longing for the movie to end . i admit to falling asleep six or seven times , but it was only for a few seconds at a time , so i think it 's still ok to write this comment . i did admire the parents and sister . the device of using all real characters in the film is a nice one i 've never seen used before . disappointment aside , i will still make an effort to see any film bearing yang zhang 's name , simply on the basis of the beautiful `` shower . ''

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
2615,"as can be read in many reviews here it is a movie you love or hate - apparently not so much space for opinions in between . i for one think that is a good sign . i always appreciated this movie , although the genre is not my typical style ( i never watched titanic for instance , and am not planning to ) . the english patient grips because it shows how people can be different when they are in an exotic environment as opposed when they are 'home ' ( katherine ) , it shows how destructive love can be in a slow , strong and utterly painful way , it excites because of the extremely passionate affair , the pain of the one ( s ) who leave behind , how pointless one can feel to move on . the photography is just stunning , not to mention the play of the actors . the pace is slow , but timely , and that does justice to the book , the timeline , and the depth/development of the characters . to put this in 110 minutes ( as some seem to suggest here ) would amputate the multi-layeredness of this movie . people tend to have difficulties with the pace of movies ... as if they are in a rush to get to work .. hey - get a life ! ; - ) enjoy ... i give this movie 4.5 out of 5 .",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
as can be read in many reviews here it is a movie you love or hate - apparently not so much space for opinions in between . i for one think that is a good sign . i always appreciated this movie , although the genre is not my typical style ( i never watched titanic for instance , and am not planning to ) . the english patient grips because it shows how people can be different when they are in an exotic environment as opposed when they are 'home ' ( katherine ) , it shows how destructive love can be in a slow , strong and utterly painful way , it excites because of the extremely passionate affair , the pain of the one ( s ) who leave behind , how pointless one can feel to move on . the photography is just stunning , not to mention the play of the actors . the pace is slow , but timely , and that does justice to the book , the timeline , and the depth/development of the characters . to put this in 110 minutes ( as some seem to suggest here ) would amputate the multi-layeredness of this movie . people tend to have difficulties with the pace of movies ... as if they are in a rush to get to work .. hey - get a life ! ; - ) enjoy ... i give this movie 4.5 out of 5 .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
6924,"paulie is a fantasy of a littler girl or perhaps her recollection of what her youth was like growing up . tony shaloub executes a flawless performance as an russian scientist ( phd ) who can not find decent work in america . he befriends an isolated parrot while performing meanial duties of a janitor at a behavioral science lab . the chief doctor is a bitter man , as paulie , who can speak and fully comprehend language and learn , embarasses the doctor , who later banishses him to the lower levels of the building , where mikail ( tony s. ) finds him . paulie recants his life with marie and how they lost each other . the quest begins to reunite paulie with marie , only more than 20 years has passed . the movie ends , some will say predictably , with mikail reuniting paulie with marie . the story closes with the three entering marie 's home , where you can make the final your own choice . great family film !",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
paulie is a fantasy of a littler girl or perhaps her recollection of what her youth was like growing up . tony shaloub executes a flawless performance as an russian scientist ( phd ) who can not find decent work in america . he befriends an isolated parrot while performing meanial duties of a janitor at a behavioral science lab . the chief doctor is a bitter man , as paulie , who can speak and fully comprehend language and learn , embarasses the doctor , who later banishses him to the lower levels of the building , where mikail ( tony s. ) finds him . paulie recants his life with marie and how they lost each other . the quest begins to reunite paulie with marie , only more than 20 years has passed . the movie ends , some will say predictably , with mikail reuniting paulie with marie . the story closes with the three entering marie 's home , where you can make the final your own choice . great family film !

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
5574,"with the exception of about 10 sublime minutes with hb warner on the celestial train , this was 94 minutes of jaw-dropping horribleness ! the acting was atrocious , but the story is what i really found appalling . the acting was wooden and stilted , even by early talkies standards ( the exceptions being lee tracy and hb warner , neither of whom can do wrong ) . rose hobart was absolutely horrid and lifeless as julie ( as she likewise was in 1932 's dr jekyll and mr hyde , an otherwise excellent flick ) . and the rest of the cast was worse , there being no words to describe their awfulness . worse than the acting , however , was the story . for some unknown reason , julie loves liliom , a cad and user of women with no redeeming qualities whatsoever . he marries julie but does n't support her , instead lying in bed all day or hanging out with his low-life criminal pal ( lee tracy ) . and , oh yeah , he never has a kind word to say to julie and he regularly beats her . julie loves him nonetheless and continually makes excuses for him , which only seems to make him more abusive . what 's even sicker is that this movie presents this story to us as a love story . somehow we are supposed to see julie as a noble character whose pure love redeems liliom . wtf ? the last 1/3 of this movie takes place after liliom has killed himself ( a robbery plot goes awry and liliom plunges a knife into himself rather than being taken in by the police ) . as he lay dying , he tells julie `` i beat you all the time , but i 'm not sorry for it . '' when he at last dies , she finally tells him she loves him . ( neither character ever said `` i love you '' to the other while they were alive . ) after his death , god 's chief magistrate gives liliom one more day on earth so that he can `` do something good '' for his unborn daughter . the price for this is 10 years in hell . after 10 years , liliom is allowed one day on earth to see his now 10-yr-old daughter . he approaches her in the front yard of her home and tries to cajole her into letting him `` do something good '' for her ; he tries to get her to play cards , he tries to give her gabriel 's horn , but she 's not interested and rebuffs him . so he slaps her . he . slaps . her . and then he disappears back to the afterlife . looking on , we see his daughter tell julie about this . the girl says the slap did n't hurt , that it felt like a kiss . this is supposed to be the movie 's magical moment . the girl asks her mother if such a thing is possible , and julie replies that `` someone can be beat you and beat you and beat you and not hurt you at all . '' then the music swells and liliom rides up to heaven in the celestial train . blech ! there was one saving grace to this film , and that is the interview between the chief magistrate ( hb warner was truly magnificent here ) and liliom on the celestial train . the magistrate had some very profound things to say to liliom about life and second chances and death . this scene alone made me bump this rating from 1 to 2 stars . regarding liliom 's suicide as a means for escaping his problems , the magistrate says `` people suppose that when they die , their difficulties are ended for them . you thought that by killing yourself that you would cancel all your responsibilities . it is not as simple as that . on earth your name is still spoken ; your face is still remembered . as long as one is left who remembers you , so long is the matter unended . until you have been completely forgotten , you will not be finished with the earth , even though you are dead . '' some great sublime transcendental stuff amongst some of the most horrible trash i 've ever seen . by the way , this story has apparently been filmed many times both as `` liliom '' and as the musical `` carousel . ''",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
with the exception of about 10 sublime minutes with hb warner on the celestial train , this was 94 minutes of jaw-dropping horribleness ! the acting was atrocious , but the story is what i really found appalling . the acting was wooden and stilted , even by early talkies standards ( the exceptions being lee tracy and hb warner , neither of whom can do wrong ) . rose hobart was absolutely horrid and lifeless as julie ( as she likewise was in 1932 's dr jekyll and mr hyde , an otherwise excellent flick ) . and the rest of the cast was worse , there being no words to describe their awfulness . worse than the acting , however , was the story . for some unknown reason , julie loves liliom , a cad and user of women with no redeeming qualities whatsoever . he marries julie but does n't support her , instead lying in bed all day or hanging out with his low-life criminal pal ( lee tracy ) . and , oh yeah , he never has a kind word to say to julie and he regularly beats her . julie loves him nonetheless and continually makes excuses for him , which only seems to make him more abusive . what 's even sicker is that this movie presents this story to us as a love story . somehow we are supposed to see julie as a noble character whose pure love redeems liliom . wtf ? the last 1/3 of this movie takes place after liliom has killed himself ( a robbery plot goes awry and liliom plunges a knife into himself rather than being taken in by the police ) . as he lay dying , he tells julie `` i beat you all the time , but i 'm not sorry for it . '' when he at last dies , she finally tells him she loves him . ( neither character ever said `` i love you '' to the other while they were alive . ) after his death , god 's chief magistrate gives liliom one more day on earth so that he can `` do something good '' for his unborn daughter . the price for this is 10 years in hell . after 10 years , liliom is allowed one day on earth to see his now 10-yr-old daughter . he approaches her in the front yard of her home and tries to cajole her into letting him `` do something good '' for her ; he tries to get her to play cards , he tries to give her gabriel 's horn , but she 's not interested and rebuffs him . so he slaps her . he . slaps . her . and then he disappears back to the afterlife . looking on , we see his daughter tell julie about this . the girl says the slap did n't hurt , that it felt like a kiss . this is supposed to be the movie 's magical moment . the girl asks her mother if such a thing is possible , and julie replies that `` someone can be beat you and beat you and beat you and not hurt you at all . '' then the music swells and liliom rides up to heaven in the celestial train . blech ! there was one saving grace to this film , and that is the interview between the chief magistrate ( hb warner was truly magnificent here ) and liliom on the celestial train . the magistrate had some very profound things to say to liliom about life and second chances and death . this scene alone made me bump this rating from 1 to 2 stars . regarding liliom 's suicide as a means for escaping his problems , the magistrate says `` people suppose that when they die , their difficulties are ended for them . you thought that by killing yourself that you would cancel all your responsibilities . it is not as simple as that . on earth your name is still spoken ; your face is still remembered . as long as one is left who remembers you , so long is the matter unended . until you have been completely forgotten , you will not be finished with the earth , even though you are dead . '' some great sublime transcendental stuff amongst some of the most horrible trash i 've ever seen . by the way , this story has apparently been filmed many times both as `` liliom '' and as the musical `` carousel . ''

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
4552,"gregory peck 's brilliant portrayal of douglas macarthur from the battle of corregidor in the philippines at the start of the pacific war largely through to his removal as un commander during the korean war offers reason to believe all three of the above possibilities . certainly the most controversial american general of the second world war ( and possibly ever ) macarthur is presented here as a man of massive contradictions . he claims that soldiers above all yearn for peace , yet he obviously glories in war ; he consistently denies any political ambitions , yet almost everything he does is deliberately used to boost himself as a presidential candidate ; he obviously believes that soldiers under his command have to follow his orders to the letter , yet he himself deliberately defies orders from the president of the united states ; he shows great respect for other cultures ( particularly in the philippines and japan ) and yet is completely out of touch with his own country . all these things are held in balance throughout this movie , and in the end the viewer is left to draw his or her own conclusions about the man , although one is left with no doubt that macarthur sincerely and passionately loved his country , and especially the army he devoted his life to . peck 's performance was , as i said , brilliant - to the point , actually , of overshadowing virtually everyone else in the film ( which is perhaps appropriate , given who he was portraying ! ) with the possible exception of ed flanders . i though he offered a compelling look at harry truman and his attitude to macarthur : sarcastic ( repeatedly referring to macarthur as `` his majesty , '' ) angry , frustrated and finally completely fed up with this general who simply wo n't respect his authority as president . marj dusay was also intriguing as macarhur 's wife jean , devoted to her husband ( whom she herself referred to as `` general , '' although their relationship seems to have been a happy enough one . ) i very much enjoyed this movie , although perhaps would have liked to have learned a little more about macarthur 's early life . i have always chuckled at macarthur 's reaction to eisenhower being elected president ( `` he 'll make a fine president - he was the best damn clerk i ever had '' - which seems to sum up what macarthur thought the role of the president should be , especially to his military commanders during wartime . ) well worth watching . 8/10",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
gregory peck 's brilliant portrayal of douglas macarthur from the battle of corregidor in the philippines at the start of the pacific war largely through to his removal as un commander during the korean war offers reason to believe all three of the above possibilities . certainly the most controversial american general of the second world war ( and possibly ever ) macarthur is presented here as a man of massive contradictions . he claims that soldiers above all yearn for peace , yet he obviously glories in war ; he consistently denies any political ambitions , yet almost everything he does is deliberately used to boost himself as a presidential candidate ; he obviously believes that soldiers under his command have to follow his orders to the letter , yet he himself deliberately defies orders from the president of the united states ; he shows great respect for other cultures ( particularly in the philippines and japan ) and yet is completely out of touch with his own country . all these things are held in balance throughout this movie , and in the end the viewer is left to draw his or her own conclusions about the man , although one is left with no doubt that macarthur sincerely and passionately loved his country , and especially the army he devoted his life to . peck 's performance was , as i said , brilliant - to the point , actually , of overshadowing virtually everyone else in the film ( which is perhaps appropriate , given who he was portraying ! ) with the possible exception of ed flanders . i though he offered a compelling look at harry truman and his attitude to macarthur : sarcastic ( repeatedly referring to macarthur as `` his majesty , '' ) angry , frustrated and finally completely fed up with this general who simply wo n't respect his authority as president . marj dusay was also intriguing as macarhur 's wife jean , devoted to her husband ( whom she herself referred to as `` general , '' although their relationship seems to have been a happy enough one . ) i very much enjoyed this movie , although perhaps would have liked to have learned a little more about macarthur 's early life . i have always chuckled at macarthur 's reaction to eisenhower being elected president ( `` he 'll make a fine president - he was the best damn clerk i ever had '' - which seems to sum up what macarthur thought the role of the president should be , especially to his military commanders during wartime . ) well worth watching . 8/10

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
2547,"i registered for imdb just to comment on this movie . i just got done sitting through this movie , and the only thing that impressed me , was that i somehow had the will power to not stop it . i 've seen a pretty decent number of action movies and what not , but princess blade has some of the worst fights i 've ever seen in a movie . most of the sword fighting involves mindlessly swinging the swords back and fourth and hoping the opponent is n't doing the same . i 've seen a good many student films with better action and stronger plots . so now we have a `` futuristic '' action movie with poor action , and virtually no sign of the future . most of the movie does n't even have any action and shows the developing relationship with the princess and the farmboy/terrorist and his disturbed sister . the movie has multiple plot lines , and none of them really pan out to be worth anything . part of the problem may have been that i watched the dub , which was quite bad . the entire cast mumbled all their lines so it was hard to follow what was going on . but i got the general idea . ( knowing exactly what was said would not have saved the movie in my eyes ) if you 've heard about this being a futuristic action/ninja flick , then you 've heard wrong . thats what i thought it was when i heard about it , and now i 've lost 90 minutes of my life . do n't let this happen to you . steer well clear of it .",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
i registered for imdb just to comment on this movie . i just got done sitting through this movie , and the only thing that impressed me , was that i somehow had the will power to not stop it . i 've seen a pretty decent number of action movies and what not , but princess blade has some of the worst fights i 've ever seen in a movie . most of the sword fighting involves mindlessly swinging the swords back and fourth and hoping the opponent is n't doing the same . i 've seen a good many student films with better action and stronger plots . so now we have a `` futuristic '' action movie with poor action , and virtually no sign of the future . most of the movie does n't even have any action and shows the developing relationship with the princess and the farmboy/terrorist and his disturbed sister . the movie has multiple plot lines , and none of them really pan out to be worth anything . part of the problem may have been that i watched the dub , which was quite bad . the entire cast mumbled all their lines so it was hard to follow what was going on . but i got the general idea . ( knowing exactly what was said would not have saved the movie in my eyes ) if you 've heard about this being a futuristic action/ninja flick , then you 've heard wrong . thats what i thought it was when i heard about it , and now i 've lost 90 minutes of my life . do n't let this happen to you . steer well clear of it .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
3527,"leland fitzgerald ( ryan gosling ) is sent to jail for the murder of an autistic kid . when pressured with the question 'why ? ' he does n't have an answer . while in jail he meets pearl ( don cheadle ) , his teacher , who decides to take matters into his own hands and helps leland figure out why he did it . throughout this film we learn all about leland 's troubled life , including his ex-girlfriend becky ( jena malone ) , his famous father albert ( kevin spacey ) and his whole sad life . this film is matthew ryan hoge 's second movie , and it is spectacular in nearly everyway . this is one movie which will leave you thinking in the end , and wondering about how it all works . the movie is quite dark , but if you can handle that then you will realize just how good a film it is . in this movie , there is no bad guy . there is no one you can blame for anything that happens . there 's no stereotyping , and the audience does not try to prove leland guilty . instead , we sit back , relax , and watch this boy 's life unfold throughout the corse of the movie . all the problems depicted in the story are very real . drug addiction , parental expectations , overwhelming sadness ; they all exist in our world . ryan gosling gives one of the greatest performances of his career in this movie , as the depressed teenager leland . his father lives in europe and does n't really care much about his son . the only person he loves is becky , but she has problems of her own . he knows exactly what he did , but as he says in the film , 'you want a why , but maybe there is n't one . maybe this is something that just happened . ' there is a why , but we do n't find out about it until the end . as you watch the movie , the audience finds themselves amazed that such a young person could know so much about the world . leland notices things that people tend to ignore . a particular thought-provoking scene which really affected me was during one of leland 's conversations with pearl . pearl just cheated on his wife and when leland asks why , pearl replies that he 's only human . then leland says something which never really occurs to anyone : `` why do people only say that when they 've done something wrong ? '' another fantastic acting job was provided by chris klein . in the film he plays allen harris , the boyfriend of becky 's sister julie ( michelle williams ) . although he is not one of the main characters , i found myself amazed at how deep his character was . you can relate to allen a lot . you know how much he cares for the pollard family . it 's as if they were his own flesh and blood . by the end of the movie , you realize just how far he would go to help them . overall , this movie is a masterpiece which has been overlooked by quite a few people . if , however , you take the time to watch it , you will most likely see that everything i 've mentioned above is true . and once you 're finished watching it , you 'll never look at the world the same way again . 9.5/10",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
leland fitzgerald ( ryan gosling ) is sent to jail for the murder of an autistic kid . when pressured with the question 'why ? ' he does n't have an answer . while in jail he meets pearl ( don cheadle ) , his teacher , who decides to take matters into his own hands and helps leland figure out why he did it . throughout this film we learn all about leland 's troubled life , including his ex-girlfriend becky ( jena malone ) , his famous father albert ( kevin spacey ) and his whole sad life . this film is matthew ryan hoge 's second movie , and it is spectacular in nearly everyway . this is one movie which will leave you thinking in the end , and wondering about how it all works . the movie is quite dark , but if you can handle that then you will realize just how good a film it is . in this movie , there is no bad guy . there is no one you can blame for anything that happens . there 's no stereotyping , and the audience does not try to prove leland guilty . instead , we sit back , relax , and watch this boy 's life unfold throughout the corse of the movie . all the problems depicted in the story are very real . drug addiction , parental expectations , overwhelming sadness ; they all exist in our world . ryan gosling gives one of the greatest performances of his career in this movie , as the depressed teenager leland . his father lives in europe and does n't really care much about his son . the only person he loves is becky , but she has problems of her own . he knows exactly what he did , but as he says in the film , 'you want a why , but maybe there is n't one . maybe this is something that just happened . ' there is a why , but we do n't find out about it until the end . as you watch the movie , the audience finds themselves amazed that such a young person could know so much about the world . leland notices things that people tend to ignore . a particular thought-provoking scene which really affected me was during one of leland 's conversations with pearl . pearl just cheated on his wife and when leland asks why , pearl replies that he 's only human . then leland says something which never really occurs to anyone : `` why do people only say that when they 've done something wrong ? '' another fantastic acting job was provided by chris klein . in the film he plays allen harris , the boyfriend of becky 's sister julie ( michelle williams ) . although he is not one of the main characters , i found myself amazed at how deep his character was . you can relate to allen a lot . you know how much he cares for the pollard family . it 's as if they were his own flesh and blood . by the end of the movie , you realize just how far he would go to help them . overall , this movie is a masterpiece which has been overlooked by quite a few people . if , however , you take the time to watch it , you will most likely see that everything i 've mentioned above is true . and once you 're finished watching it , you 'll never look at the world the same way again . 9.5/10

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
